restaurant_id,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche
wuQDMDlqM17jQNo0lYQZ7g,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-1:0,10:0-1:0,10:0-23:0
ofw8aDSEg1HoQdmCgvLtaQ,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-20:0,10:0-18:0,11:0-17:0
fmtXCF8wUkv1KS_KYMbXbg,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,8:0-19:0,8:0-19:0
CwVE2bN5YscfeTQPZylruA,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
DscqZ5DUZSWTggbv6N_j3Q,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
MgSd4P3ATkiywbbraFygHg,0:0-0:0,11:0-15:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-20:0
sUE2Mo2Y-5yW7Dt7QIXgGQ,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
FM0h7JHdthhnc50vgGWzpA,0:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-2:0,17:0-2:0,17:0-23:0
ul5VvYrimRigosgHQUi-ww,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,12:0-20:0
eVNio5bnzrLPuebbgnKVzw,5:0-16:0,5:0-16:0,5:0-16:0,5:0-16:0,5:0-16:0,6:0-16:0,6:0-15:0
xyAbFNEIFSy_OKNptyzCmg,11:30-23:0,11:30-23:0,11:30-1:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-23:0
m3K_2-kkNUFrXh74QUfaHg,0:0-0:0,14:0-22:0,14:0-22:0,14:0-23:0,14:0-0:0,14:0-0:0,13:0-19:0
0ExE0tVCsPDMnNdvip1Kzg,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0
VfaMlMtHJgndVw62GUiwCQ,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,7:0-23:0
MS-hfug4QDXqb_Mws3qlzA,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-23:0
8klKfy9tK0ySi1l_ajOR5w,7:30-22:0,7:30-22:0,7:30-22:0,7:30-22:0,7:30-22:0,8:30-22:0,8:30-22:0
4khsN1eXcWR0YYmROlLEzw,10:0-13:0,10:0-13:0,10:0-13:0,10:0-13:0,10:0-14:0,10:0-14:0,10:0-13:0
2bXyG9i01EjS9ttdnXToDw,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
BXkk_gg5y4ltheHqKCWMdg,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
QVHKpXJ3fRNMvin0Yvb4Yw,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
ZXfMiPsPv-cH7GMQ-5-mhA,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0
KdQM64AQ5_ppgs6RolwJ4w,10:0-20:0,10:0-19:0,10:0-20:0,10:0-19:0,10:0-20:0,9:0-20:0,9:0-17:0
4BBda3yy_8GXGmYLcgggHw,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0
owLXnEhlMLsFpemYoOxNkg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
iiVeHbqOWMuKeUQz7ks71A,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
ndgnPEeRSztiigwNW2IuBg,12:0-23:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-23:0
iJziJyLGEbcgTw79t5a-hw,0:0-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:30-1:0,11:30-0:0
ACQ1kbWkPToh0BsAQ5TGIQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
1b8d2CqGcfF3Hz0vixQSUQ,8:0-23:30,8:0-23:30,8:0-23:30,8:0-23:30,8:0-1:0,7:0-1:0,7:0-0:0
vUJhUVmRMn9T4gsmz-L_Yg,7:0-20:0,7:0-15:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0
3GJG2D4sBDscfH0rZgsbmQ,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,16:0-22:0
xeHaI3Qguo5YpeR0vh7hGg,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-0:0
Wg9272hxpu9IBTXMTB6EeQ,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,11:0-23:0,11:0-22:30
Dje1VOaJy10XVz4UIZXjLw,15:0-21:45,15:0-21:45,15:0-21:45,13:0-21:45,12:0-21:45,12:0-21:45,12:0-21:45
e0JOkQYz_cnz91k6X55PLw,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0
pyvxQ1eCeU62I9cWr5uo1g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:0
UcCJfq0PElINpflaTH8tPA,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
qo9JoIB9iZxGl-KQGDzEWw,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:30,11:30-23:30,11:30-22:30
gaJDeNh6xKIKJIT13abKTg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
ZX79Grup-CWl_juMTwBoQA,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-4:0,8:0-4:0,9:0-21:0
Sg2AKa2X31UCmc1SmsrNUw,0:0-0:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,7:0-14:0,7:0-14:0
9QgxFnsLqB1CHCA0F2bGzg,16:30-23:0,16:30-23:0,11:30-0:0,11:30-0:0,11:30-0:0,10:30-0:0,10:30-23:0
PR0UVJ9lT1lUGEvr10ONuA,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-19:0
xRhO5lLaKbxG0IRHwYIc5w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
XS80QAi1aYKK5v1zmKlkwA,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,16:0-21:30
SmkGXa3XVZTXV04IcBkwLg,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
JECTMESw2pl1fh4khxmxew,9:0-21:0,8:30-14:30,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-16:0
5G4Tg_hBfUGilQWj2lj8IA,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,10:0-20:0,10:0-19:0
jrGxdAblwBmRG6K-dDpKbQ,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
iBt37-7t5GP2ZRT81yHgew,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-0:0
SwAZBCyFtVo_8vkRbJhdkA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-23:0
RMIZvXChyfDWzWbNOK0l9Q,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
hBqp4v9iKsM-6i56v0MBuQ,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
muzZW1AqlfdWGMND0jf_kw,0:0-0:0,18:30-20:30,18:30-20:30,18:30-20:30,18:30-20:30,18:30-20:30,11:0-20:30
NyQey4tR7en-l24ChgYEag,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
RU3PsG2y_eGBFi_8jDqyQA,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
myJ6pgIhN42EQh2sAVXKoQ,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
9lqPRnnxUA47dacFK9lhtQ,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-23:0,6:0-23:0,6:0-22:0
slU5UwPlYVyrz7HhQeqMew,5:30-23:0,5:30-23:0,5:30-23:0,5:30-23:0,5:30-0:0,6:0-0:0,6:0-23:0
0gOE-DJOhWavRI6qQryGhA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0,10:0-2:0
_81fRJ9m8Fn1s8ixPun46A,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-23:0
cJzv3fbd7jL2ZHyFosFkOw,11:0-21:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,12:0-21:30,12:0-21:30
HZRT8xygRscGvDYYx2EkQQ,10:30-19:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-20:0
vYOtdnBm-45KQiiHj8jqaw,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0
Gdv3qhsDeQzZ2Ag-Tzq6vA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
leMIHa6TogufHv5HNYjnfw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
j4C0NelU_RzYMz0jXS-lMg,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-1:0,10:0-1:0,10:0-23:0
xo1FxmxwWAXIVZ1MO222dg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
9d7N-I00hu-VkXFry4Da-g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
mRDs0z_ys0h1NFh59vQqSg,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-19:0
iRwT2pBa87Y54q8nqfNAzw,9:30-2:0,9:30-2:0,9:30-2:0,9:30-2:0,9:30-2:0,9:30-2:0,9:30-2:0
u2wqrS4WenKSsuFsrLBGAA,15:0-1:0,15:0-1:0,15:0-1:0,19:0-0:0,19:0-0:0,19:0-0:0,19:0-0:0
H8qlBw1YaxMsItfz25-AyA,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
9d3xGYst3o4KhDwhF2dFMg,0:0-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-21:0
dpU5-xuWm4tCbZ1m3yl2Dg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
qtZ50TWkfNS2UtLLuD1m8Q,0:0-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-16:0
aGZPBbF5JqwbCu4aYXbHYQ,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
M4j4R5VPwP0UVlSba24C3g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
g9zm0uJiyINoiOz7oT7f8w,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,9:0-18:0,9:0-18:0
16tWXenJ1wTqugXJU7yiZg,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,16:0-23:0,16:0-21:30
-9YyInW1wapzdNZrhQJ9dg,17:0-21:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,8:0-21:0,8:0-21:0
ru35Z92NtGynsmw0iZDarQ,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0
7cK9uEV09iPmsTqOqmY3kQ,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0
K7lWdNUhCbcnEvI0NhGewg,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-21:0
9_OPjioLbD9Q_zAeHfv6kw,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0
VWtT4DKxQ4YVRWT88Z5SMA,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0
dVkQImhIn-9BgYnm1yCUKA,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,8:0-22:0,8:0-22:0
uthbVCNZqmExJTzhII9iNQ,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
SXzJL5egnVXurANcg-G28A,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0
rGt76zQHjSaOuOrj31EO6Q,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
rMCRX4dUo2BmOIwcf_Q0SA,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30
8f9Tl2gq78wqjtrToOTo7A,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
6nPyQJp7xmc1cvYaolwn8Q,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,8:0-0:0,8:0-0:0
73oP6zoYZKNlO8642EMD_Q,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0
uOJ87zqbU1MtShCSHDkiyw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-2:0,16:0-2:0,11:0-21:0
0G1y7uV7w1D2uziS4Lt_Dw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
hyXNS3tSmi6njhBjgo8eGw,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,11:0-23:0,11:30-22:0
Cp7JVPbO5Vv_huCBxLtXWQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
YCEZLECK9IToE8Mysorbhw,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
DiUgFZkt88xcDWG0OjjCaQ,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0
nPBG-UbMHDMdcnW-HncZNA,11:0-22:0,11:0-22:0,18:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-20:0
xhyzmAnZp2snpBklfcr3Sw,0:0-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-2:0,11:30-2:0,11:30-0:0
I3sKfkXsYv4oF54JGoHWew,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
5pEQwYimyfp5wpeudYNahw,0:0-0:0,8:0-22:0,8:0-22:0,8:0-0:0,8:0-2:0,8:0-2:0,10:0-17:0
Ft54rxPfVRo2VGAEG20O0Q,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:30,12:0-22:30,12:0-22:0
7A6eDE4E3GzFao8BjeM9yA,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:30,6:0-23:30,7:0-23:0
LU8lZgIBkocPkrradywauA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
0WHXFRerY6I05u1VBU71cw,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
tByEVAaHu9Vm33deijKQBw,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0
0dEUND3rVLjp50rczLIaeA,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
LsfKW67Qe_0bU4krXEkOAA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
AM0NHSxMeX92OKBt0ywmSA,0:0-0:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-23:0,12:0-23:0,17:0-22:0
MQD3EvzB7C8zol6kBxBrSg,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-19:0
6SwdqYrQSASONmrgG4mBjA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0,10:0-2:0
MFuhou9rtGLGfznSzn0Mvg,0:0-0:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
JFX1lf5vxJAMzAGJV_MMjQ,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,8:0-0:0,9:0-0:0
wdxqWcQkS8SawOg1jaTZ4w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
4QmwJBk9VPKyO2DfUeIVWg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
uIuJGLPWli4dbomvANcuiQ,17:0-22:30,17:0-22:30,17:0-22:30,17:0-23:0,17:0-23:0,17:0-23:0,17:0-22:30
ZJEnjjd6gl9ZMyShAZ2PNA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
CON1tC_YaTuF3fazCjEivA,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
ScgWjQFX6AhyejgivdFL0w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
BnpuVvPy3sfLlkqKCx6Xnw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
XZxJ4fG-4a3PP9VP5jvDWw,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,12:0-22:0
NdUuGRxEH0waBQbL6R7mmg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
8-8btzuYZCqEVOPwk0YYfA,0:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
7VShkfLFDaTngFMd8fl5Rw,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,11:0-23:0
OMV-pNZWEh9BkoYB2KNNVA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,10:0-23:0,11:0-22:0
qVpfhkHMvF9Rlwe9dqPlBg,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0
axfGq2ooUSB9MpL1RQTmeQ,9:0-22:30,9:0-22:30,9:0-22:30,9:0-22:30,9:0-23:0,9:0-23:0,10:0-22:30
aUCJt0FluWAxkOd8s7TkWQ,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:30,10:30-1:0
1I3PnP5FSkur8AXp6izLOw,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
znu3EN7tDFIXmiTwKvX1Ow,11:30-23:0,17:0-23:0,11:30-23:0,11:30-23:0,11:30-23:0,13:0-22:30,16:30-22:30
8aoZuNwB2w0YmI887kky9g,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
lZUCbZkCpS6bvgcxAuYS5Q,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
tS58M3ksle_MHc_vn4VgRA,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,8:0-23:0,8:0-22:0
QnfAHUr5-HTiaA5-va3glQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,10:30-22:30,10:30-22:30,11:0-21:0
K2_zfa7cKbg5klHJYqoWnw,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
LfHUUOyJXWzUbyDrYfHHkw,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-20:0
BB-Ab0rwYk6aclOn9SMVmg,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30
QzvLnOqwH6BIY_jCOvzuQQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-23:0
gA78_OGp1ekMvZWjRoBmFw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
y-O3h7CV6X6P5ey1ZFcQwA,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
LG7-BUvDLoOZCHDjyiBQFQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
tuTAKHUm7ErDRZ2Yll8LzQ,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0
mUVAMNN7BCQ9HGA9w_7C1g,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,8:0-21:0,8:0-16:0
tgXiIcCoKYfg-hm8yLxenQ,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:30,10:30-1:0
uILn9EX0WW-AHL6lV8gupA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Y6q0K1fJa0Hy1AK3y9BzIg,0:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
YF8HRRyDdEglMg9gz-tJMA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
X2I47eENvYeVL6QlzAZ0wA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
7fCK4G60IBr2JQGpnrR53Q,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
EvE23d1PSbfGWe7EA5HRBQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:30
kGqNxTmtKoax_jaStzAuWA,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0
1ifkamskfIVf4LxosSwmuA,0:0-0:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-19:0,7:0-19:0,7:0-16:0
IZFODW0fifph9urOnl6pGQ,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,7:0-15:0,7:0-15:0
A19Qrn0IqYhmTvIAUhk2_A,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:0,11:0-21:0
FuMc84iDRyPHD8tpkME0yA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
mlOFd0pHDcav5hcnbKJiXQ,0:0-0:0,10:30-15:30,10:30-21:0,10:30-21:0,10:30-21:0,12:0-15:0,12:0-18:0
F06m2yQSPHIrb1IT7heYeQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
bZhTX1b2YfydaX0mWJ9oWQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
n6AxJR-ey2_DgAJPZfEvfQ,7:0-20:0,7:0-20:0,19:0-20:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-18:0
DIVF4oo86EGupm5CC60sZg,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-0:0,10:0-0:0
l8SNag-Ii0YUeSGHkA3Vhw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,16:30-0:0
MOB5oCEKCw3S76SsiuQjqA,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-21:0,9:0-21:0,9:0-15:0
5TY6bUT3bbl9aHItiIXXqw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0
JlpkA8yZb3K4wUkz1UJD1g,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,12:0-23:0,12:0-23:0
hU7z5Jtl57RIODS0hPg9Ug,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
GarQqqVFnqe5DjKK0JL9sQ,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-22:0,11:0-21:0
LeU2bXqL4bWlky4z4PPysw,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
D2t3yDnG-HI17YOsiiWIuw,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-23:0,10:30-23:0,10:30-22:30
dxeu5YQIzw0jOp1cSVkimg,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-3:0,17:0-3:0,17:0-2:0
H-OLwUTkdygFDS9IJGUKLA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,11:0-21:0
rhyYT6qtMVxXcj9QKLiYpg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
NL-ymrd7jsk4MscQRgtPJQ,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,0:0-0:0,0:0-0:0,0:0-0:0
U4iqELk1IiqARpk5uJJOZg,0:0-0:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,11:0-0:0,13:0-21:0
aNYunG3j5zNJ4F0dQcZMyQ,12:0-21:30,11:30-22:0,11:30-22:0,12:0-21:30,11:30-22:0,17:0-22:0,17:0-21:0
0WoQQlMXVIDEgI0xNdENKA,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
